Student,Class,Math_1,Math_2,Physics_1,Physics_2,Science_1,Science_2,Math,Physics,Science,Score
Student_366,IDISC,18,14,12,16,20,2,16.0,14.0,11.0,13.67
Student_367,ISEOC,19,7,16,11,13,17,13.0,13.5,15.0,13.83
Student_368,ISEOC,6,20,14,10,10,2,13.0,12.0,6.0,10.33
Student_369,IDISC,11,17,8,7,10,4,14.0,7.5,7.0,9.5
Student_370,IDL,20,17,18,0,9,17,18.5,9.0,13.0,13.5
Student_371,IDL,12,10,12,6,4,11,11.0,9.0,7.5,9.17
Student_372,ISEOC,20,0,9,8,3,8,10.0,8.5,5.5,8.0
Student_373,IDISC,8,13,0,17,1,4,10.5,8.5,2.5,7.17
Student_374,ISEOC,18,17,4,18,6,6,17.5,11.0,6.0,11.5
Student_375,ISEOC,8,17,14,8,3,3,12.5,11.0,3.0,8.83
Student_376,ISEOC,6,6,9,9,10,3,6.0,9.0,6.5,7.17
Student_377,IDL,5,4,18,6,15,0,4.5,12.0,7.5,8.0
Student_378,IDISC,2,0,12,8,3,12,1.0,10.0,7.5,6.17
Student_379,ISEOC,20,2,18,20,5,18,11.0,19.0,11.5,13.83
Student_380,ISEOC,2,7,4,12,4,0,4.5,8.0,2.0,4.83
Student_381,ISEOC,20,5,11,0,17,19,12.5,5.5,18.0,12.0
Student_382,IDL,12,5,3,17,0,10,8.5,10.0,5.0,7.83
Student_383,ISEOC,1,0,6,2,12,7,0.5,4.0,9.5,4.67
Student_384,ISEOC,19,16,14,6,16,6,17.5,10.0,11.0,12.83
Student_385,IDL,1,8,4,4,19,10,4.5,4.0,14.5,7.67
Student_386,IDISC,7,2,17,12,12,2,4.5,14.5,7.0,8.67
Student_387,ISEOC,13,20,0,12,18,13,16.5,6.0,15.5,12.67
Student_388,IDL,2,9,20,8,13,6,5.5,14.0,9.5,9.67
Student_389,IDISC,16,19,12,19,15,0,17.5,15.5,7.5,13.5
Student_390,IDL,6,5,16,8,9,12,5.5,12.0,10.5,9.33
Student_391,IDL,13,11,7,17,19,0,12.0,12.0,9.5,11.17
Student_392,ISEOC,19,13,19,14,0,9,16.0,16.5,4.5,12.33
Student_393,ISEOC,17,11,0,16,19,19,14.0,8.0,19.0,13.67
Student_394,IDL,4,20,19,13,14,5,12.0,16.0,9.5,12.5
Student_395,IDL,4,9,13,18,0,14,6.5,15.5,7.0,9.67
Student_396,IDL,16,3,17,3,0,9,9.5,10.0,4.5,8.0
Student_397,ISEOC,5,9,8,16,11,15,7.0,12.0,13.0,10.67
Student_398,ISEOC,5,20,14,16,12,7,12.5,15.0,9.5,12.33
Student_399,ISEOC,14,7,7,14,9,13,10.5,10.5,11.0,10.67
Student_400,IDL,3,3,9,7,6,12,3.0,8.0,9.0,6.67
Student_401,ISEOC,16,13,3,16,4,0,14.5,9.5,2.0,8.67
Student_402,IDL,0,13,7,9,15,13,6.5,8.0,14.0,9.5
Student_403,IDL,0,4,5,14,12,3,2.0,9.5,7.5,6.33
Student_404,IDISC,16,17,17,13,16,1,16.5,15.0,8.5,13.33
Student_405,IDL,12,13,4,4,15,4,12.5,4.0,9.5,8.67
Student_406,IDISC,12,1,18,2,19,6,6.5,10.0,12.5,9.67
Student_407,IDISC,19,6,3,4,0,8,12.5,3.5,4.0,6.67
Student_408,IDISC,18,11,2,10,10,17,14.5,6.0,13.5,11.33
Student_409,ISEOC,15,8,17,19,13,4,11.5,18.0,8.5,12.67
Student_410,IDL,20,13,9,10,6,1,16.5,9.5,3.5,9.83
Student_411,ISEOC,8,10,8,16,16,17,9.0,12.0,16.5,12.5
Student_412,IDL,12,10,1,10,14,16,11.0,5.5,15.0,10.5
Student_413,ISEOC,7,7,12,3,8,20,7.0,7.5,14.0,9.5
Student_414,IDISC,7,18,4,4,7,1,12.5,4.0,4.0,6.83
Student_415,IDL,12,16,20,6,10,5,14.0,13.0,7.5,11.5
Student_416,IDL,14,3,17,3,15,18,8.5,10.0,16.5,11.67
Student_417,ISEOC,6,3,6,8,20,1,4.5,7.0,10.5,7.33
Student_418,IDL,11,12,15,18,14,9,11.5,16.5,11.5,13.17
Student_419,ISEOC,2,15,17,11,17,17,8.5,14.0,17.0,13.17
Student_420,IDISC,18,18,16,10,3,11,18.0,13.0,7.0,12.67
Student_421,IDISC,6,11,2,16,1,3,8.5,9.0,2.0,6.5
Student_422,IDL,5,17,13,2,6,6,11.0,7.5,6.0,8.17
Student_423,ISEOC,12,19,3,18,18,7,15.5,10.5,12.5,12.83
Student_424,IDL,10,17,10,16,2,13,13.5,13.0,7.5,11.33
Student_425,ISEOC,19,4,4,3,7,9,11.5,3.5,8.0,7.67
Student_426,IDISC,6,19,5,13,0,12,12.5,9.0,6.0,9.17
Student_427,IDL,15,0,9,0,10,6,7.5,4.5,8.0,6.67
Student_428,ISEOC,14,13,9,16,9,15,13.5,12.5,12.0,12.67
Student_429,IDL,10,1,9,16,1,11,5.5,12.5,6.0,8.0
Student_430,ISEOC,16,4,19,8,9,5,10.0,13.5,7.0,10.17
Student_431,ISEOC,20,0,13,3,16,2,10.0,8.0,9.0,9.0
Student_432,IDISC,5,6,14,6,18,12,5.5,10.0,15.0,10.17
Student_433,IDL,20,19,13,9,9,9,19.5,11.0,9.0,13.17
Student_434,IDISC,2,0,10,9,5,12,1.0,9.5,8.5,6.33
Student_435,IDL,15,0,6,3,10,16,7.5,4.5,13.0,8.33
Student_436,IDL,20,18,12,6,0,13,19.0,9.0,6.5,11.5
Student_437,IDL,6,9,17,17,14,13,7.5,17.0,13.5,12.67
Student_438,IDL,4,14,7,16,11,14,9.0,11.5,12.5,11.0
Student_439,IDISC,5,15,18,3,7,5,10.0,10.5,6.0,8.83
Student_440,IDISC,12,15,6,14,0,4,13.5,10.0,2.0,8.5
Student_441,ISEOC,3,18,20,11,2,6,10.5,15.5,4.0,10.0
Student_442,IDL,0,15,6,15,2,13,7.5,10.5,7.5,8.5
Student_443,ISEOC,3,18,12,2,10,17,10.5,7.0,13.5,10.33
Student_444,IDISC,7,11,15,9,6,6,9.0,12.0,6.0,9.0
Student_445,IDL,9,11,6,9,0,17,10.0,7.5,8.5,8.67
Student_446,ISEOC,2,16,3,11,6,5,9.0,7.0,5.5,7.17
Student_447,IDL,14,18,0,13,6,11,16.0,6.5,8.5,10.33
Student_448,IDL,19,3,13,16,3,13,11.0,14.5,8.0,11.17
Student_449,IDISC,16,7,14,19,3,18,11.5,16.5,10.5,12.83
Student_450,IDL,20,18,10,13,11,11,19.0,11.5,11.0,13.83
Student_451,ISEOC,12,12,18,4,16,6,12.0,11.0,11.0,11.33
Student_452,ISEOC,9,10,8,4,2,6,9.5,6.0,4.0,6.5
Student_453,ISEOC,18,19,19,5,6,1,18.5,12.0,3.5,11.33
Student_454,IDISC,19,0,8,8,5,5,9.5,8.0,5.0,7.5
Student_455,IDISC,6,4,7,13,1,4,5.0,10.0,2.5,5.83
Student_456,IDISC,6,8,17,14,7,0,7.0,15.5,3.5,8.67
Student_457,IDL,1,1,14,13,0,12,1.0,13.5,6.0,6.83
Student_458,IDL,19,12,18,3,12,7,15.5,10.5,9.5,11.83
Student_459,ISEOC,4,11,18,17,11,16,7.5,17.5,13.5,12.83
Student_460,ISEOC,11,18,13,10,19,4,14.5,11.5,11.5,12.5
Student_461,ISEOC,16,18,8,16,8,15,17.0,12.0,11.5,13.5
Student_462,IDISC,13,10,1,11,20,12,11.5,6.0,16.0,11.17
Student_463,IDL,11,6,15,15,13,5,8.5,15.0,9.0,10.83
Student_464,ISEOC,10,15,11,3,4,8,12.5,7.0,6.0,8.5
Student_465,IDISC,11,4,9,19,10,16,7.5,14.0,13.0,11.5
Student_466,IDISC,7,2,7,11,7,15,4.5,9.0,11.0,8.17
Student_467,IDL,4,8,9,15,20,16,6.0,12.0,18.0,12.0
Student_468,IDL,11,5,3,14,1,1,8.0,8.5,1.0,5.83
Student_469,IDL,10,20,20,20,10,17,15.0,20.0,13.5,16.17
Student_470,IDISC,9,10,17,12,3,2,9.5,14.5,2.5,8.83
Student_471,IDL,14,10,17,1,13,18,12.0,9.0,15.5,12.17
Student_472,IDISC,16,9,18,3,1,2,12.5,10.5,1.5,8.17
Student_473,IDISC,12,15,16,14,11,1,13.5,15.0,6.0,11.5
Student_474,IDISC,17,15,13,1,18,12,16.0,7.0,15.0,12.67
Student_475,IDISC,2,2,10,0,20,12,2.0,5.0,16.0,7.67
Student_476,ISEOC,3,16,5,13,11,13,9.5,9.0,12.0,10.17
Student_477,IDL,16,7,4,3,5,13,11.5,3.5,9.0,8.0
Student_478,ISEOC,1,6,18,12,15,0,3.5,15.0,7.5,8.67
Student_479,IDL,7,8,11,14,11,1,7.5,12.5,6.0,8.67
Student_480,IDISC,2,4,5,14,6,0,3.0,9.5,3.0,5.17
Student_481,IDISC,1,7,4,10,8,15,4.0,7.0,11.5,7.5
Student_482,ISEOC,18,0,6,10,1,19,9.0,8.0,10.0,9.0
Student_483,IDISC,18,11,1,13,2,15,14.5,7.0,8.5,10.0
Student_484,ISEOC,18,2,19,19,13,4,10.0,19.0,8.5,12.5
Student_485,IDISC,12,8,4,14,10,11,10.0,9.0,10.5,9.83
Student_486,IDL,19,11,8,15,9,1,15.0,11.5,5.0,10.5
Student_487,IDL,6,4,6,10,19,0,5.0,8.0,9.5,7.5
Student_488,IDISC,2,10,11,17,3,11,6.0,14.0,7.0,9.0
Student_489,IDISC,10,18,19,5,14,4,14.0,12.0,9.0,11.67
Student_490,ISEOC,15,16,14,12,0,1,15.5,13.0,0.5,9.67
Student_491,IDISC,17,15,16,6,20,11,16.0,11.0,15.5,14.17
Student_492,ISEOC,0,4,12,10,16,7,2.0,11.0,11.5,8.17
Student_493,IDL,10,6,18,20,6,14,8.0,19.0,10.0,12.33
Student_494,ISEOC,16,8,19,3,12,20,12.0,11.0,16.0,13.0
Student_495,IDISC,18,14,9,5,9,2,16.0,7.0,5.5,9.5
Student_496,ISEOC,9,7,20,10,20,2,8.0,15.0,11.0,11.33
Student_497,ISEOC,4,19,0,13,7,17,11.5,6.5,12.0,10.0
Student_498,IDISC,11,17,16,4,4,12,14.0,10.0,8.0,10.67
Student_499,ISEOC,15,8,19,5,12,10,11.5,12.0,11.0,11.5
Student_500,IDISC,0,15,14,11,9,18,7.5,12.5,13.5,11.17
Student_501,ISEOC,7,19,16,2,18,7,13.0,9.0,12.5,11.5
Student_502,IDL,10,15,20,12,12,11,12.5,16.0,11.5,13.33
Student_503,ISEOC,18,4,5,7,14,18,11.0,6.0,16.0,11.0
Student_504,IDISC,12,11,7,14,3,6,11.5,10.5,4.5,8.83
Student_505,ISEOC,6,14,15,18,3,7,10.0,16.5,5.0,10.5
Student_506,ISEOC,15,11,13,18,13,8,13.0,15.5,10.5,13.0
Student_507,IDISC,14,9,15,10,19,16,11.5,12.5,17.5,13.83
Student_508,ISEOC,6,8,12,16,4,4,7.0,14.0,4.0,8.33
Student_509,IDL,19,4,11,9,1,13,11.5,10.0,7.0,9.5
Student_510,IDL,16,0,19,15,11,13,8.0,17.0,12.0,12.33
Student_511,IDISC,11,12,6,15,11,14,11.5,10.5,12.5,11.5
Student_512,IDL,5,10,0,19,14,12,7.5,9.5,13.0,10.0
Student_513,ISEOC,13,11,8,8,11,7,12.0,8.0,9.0,9.67
Student_514,ISEOC,16,10,13,1,3,10,13.0,7.0,6.5,8.83
Student_515,ISEOC,16,19,15,6,17,7,17.5,10.5,12.0,13.33
Student_516,IDISC,14,7,1,14,0,3,10.5,7.5,1.5,6.5
Student_517,IDL,2,19,1,9,11,4,10.5,5.0,7.5,7.67
Student_518,ISEOC,2,13,5,8,5,16,7.5,6.5,10.5,8.17
Student_519,ISEOC,8,19,11,9,13,9,13.5,10.0,11.0,11.5
Student_520,ISEOC,9,20,20,4,3,13,14.5,12.0,8.0,11.5
Student_521,ISEOC,18,10,9,10,9,0,14.0,9.5,4.5,9.33
Student_522,IDISC,16,9,18,4,9,9,12.5,11.0,9.0,10.83
Student_523,IDISC,14,5,7,4,3,4,9.5,5.5,3.5,6.17
Student_524,ISEOC,3,0,19,19,9,13,1.5,19.0,11.0,10.5
Student_525,ISEOC,1,2,19,11,11,13,1.5,15.0,12.0,9.5
Student_526,ISEOC,5,14,17,9,3,3,9.5,13.0,3.0,8.5
Student_527,IDISC,13,4,0,14,12,17,8.5,7.0,14.5,10.0
Student_528,ISEOC,3,7,10,11,19,12,5.0,10.5,15.5,10.33
Student_529,IDL,8,0,14,13,18,11,4.0,13.5,14.5,10.67
Student_530,IDISC,11,16,2,4,1,7,13.5,3.0,4.0,6.83
Student_531,IDL,1,19,19,14,13,19,10.0,16.5,16.0,14.17
Student_532,IDISC,6,17,16,3,4,0,11.5,9.5,2.0,7.67
Student_533,IDL,20,20,12,17,8,8,20.0,14.5,8.0,14.17
Student_534,IDL,1,15,5,18,10,19,8.0,11.5,14.5,11.33
Student_535,IDISC,0,10,1,5,16,8,5.0,3.0,12.0,6.67
Student_536,ISEOC,4,4,12,4,11,12,4.0,8.0,11.5,7.83
Student_537,IDL,2,13,9,8,20,16,7.5,8.5,18.0,11.33
Student_538,IDL,9,18,18,13,12,9,13.5,15.5,10.5,13.17
Student_539,ISEOC,18,5,7,19,7,15,11.5,13.0,11.0,11.83
Student_540,ISEOC,19,1,0,10,9,15,10.0,5.0,12.0,9.0
Student_541,ISEOC,3,20,4,0,4,2,11.5,2.0,3.0,5.5
Student_542,IDISC,18,2,20,13,14,3,10.0,16.5,8.5,11.67
Student_543,IDL,5,4,7,18,12,2,4.5,12.5,7.0,8.0
Student_544,ISEOC,11,15,8,17,9,8,13.0,12.5,8.5,11.33
Student_545,IDISC,13,15,2,11,19,0,14.0,6.5,9.5,10.0
Student_546,IDISC,2,3,15,17,5,3,2.5,16.0,4.0,7.5
Student_547,IDL,5,19,11,20,5,19,12.0,15.5,12.0,13.17
Student_548,IDL,18,16,3,11,17,1,17.0,7.0,9.0,11.0
Student_549,ISEOC,1,10,9,14,18,4,5.5,11.5,11.0,9.33
Student_550,IDL,3,0,6,14,13,7,1.5,10.0,10.0,7.17
Student_551,ISEOC,11,4,8,16,8,17,7.5,12.0,12.5,10.67
Student_552,IDISC,5,2,4,17,7,4,3.5,10.5,5.5,6.5
Student_553,ISEOC,12,2,0,2,20,17,7.0,1.0,18.5,8.83
Student_554,IDL,7,9,4,11,5,8,8.0,7.5,6.5,7.33
Student_555,ISEOC,15,18,9,8,0,17,16.5,8.5,8.5,11.17
Student_556,IDISC,3,17,7,7,6,13,10.0,7.0,9.5,8.83
Student_557,ISEOC,16,15,18,9,20,17,15.5,13.5,18.5,15.83
Student_558,IDL,0,5,17,13,4,19,2.5,15.0,11.5,9.67
Student_559,IDISC,7,10,15,10,2,9,8.5,12.5,5.5,8.83
Student_560,IDL,16,1,8,8,10,6,8.5,8.0,8.0,8.17
Student_561,IDISC,8,1,17,19,1,10,4.5,18.0,5.5,9.33
Student_562,ISEOC,5,12,9,4,15,4,8.5,6.5,9.5,8.17
Student_563,ISEOC,20,3,20,15,14,12,11.5,17.5,13.0,14.0
Student_564,IDL,18,12,19,3,13,14,15.0,11.0,13.5,13.17
Student_565,IDL,15,12,13,17,19,12,13.5,15.0,15.5,14.67
Student_566,IDISC,13,19,14,20,14,9,16.0,17.0,11.5,14.83
Student_567,IDISC,15,9,0,7,12,3,12.0,3.5,7.5,7.67
Student_568,IDISC,17,0,4,13,17,19,8.5,8.5,18.0,11.67
Student_569,ISEOC,11,4,11,17,15,13,7.5,14.0,14.0,11.83
Student_570,ISEOC,1,9,0,14,0,13,5.0,7.0,6.5,6.17
Student_571,IDL,18,7,13,1,8,14,12.5,7.0,11.0,10.17
Student_572,IDL,13,12,18,15,11,17,12.5,16.5,14.0,14.33
Student_573,IDISC,13,5,4,10,1,2,9.0,7.0,1.5,5.83
Student_574,ISEOC,19,4,12,16,4,8,11.5,14.0,6.0,10.5
Student_575,IDISC,18,13,16,10,0,9,15.5,13.0,4.5,11.0
Student_576,ISEOC,11,8,18,13,13,2,9.5,15.5,7.5,10.83
Student_577,IDL,3,18,0,5,2,15,10.5,2.5,8.5,7.17
Student_578,IDL,9,7,10,3,13,8,8.0,6.5,10.5,8.33
Student_579,IDL,2,8,1,15,0,8,5.0,8.0,4.0,5.67
Student_580,IDL,12,10,0,10,4,2,11.0,5.0,3.0,6.33
Student_581,IDISC,17,14,15,11,17,5,15.5,13.0,11.0,13.17
Student_582,IDISC,12,6,14,15,8,11,9.0,14.5,9.5,11.0
Student_583,IDL,8,0,20,11,5,5,4.0,15.5,5.0,8.17
Student_584,IDL,18,17,5,6,17,19,17.5,5.5,18.0,13.67
Student_585,ISEOC,7,18,20,14,3,1,12.5,17.0,2.0,10.5
Student_586,ISEOC,19,15,17,8,3,17,17.0,12.5,10.0,13.17
Student_587,ISEOC,14,2,9,3,20,2,8.0,6.0,11.0,8.33
Student_588,ISEOC,18,19,4,17,17,4,18.5,10.5,10.5,13.17
Student_589,ISEOC,15,5,10,6,18,13,10.0,8.0,15.5,11.17
Student_590,IDISC,4,1,12,8,5,3,2.5,10.0,4.0,5.5
Student_591,ISEOC,5,8,20,7,15,8,6.5,13.5,11.5,10.5
Student_592,ISEOC,17,2,9,3,20,13,9.5,6.0,16.5,10.67
Student_593,IDL,12,7,1,8,1,18,9.5,4.5,9.5,7.83
Student_594,IDISC,5,13,14,8,0,18,9.0,11.0,9.0,9.67
Student_595,IDL,17,3,12,4,10,18,10.0,8.0,14.0,10.67
Student_596,ISEOC,4,0,19,0,16,19,2.0,9.5,17.5,9.67
Student_597,IDL,0,9,11,2,8,2,4.5,6.5,5.0,5.33
Student_598,IDISC,5,16,6,13,6,5,10.5,9.5,5.5,8.5
Student_599,IDISC,2,9,6,7,17,2,5.5,6.5,9.5,7.17
Student_600,IDISC,10,16,19,9,20,16,13.0,14.0,18.0,15.0
Student_601,IDL,17,11,12,16,8,13,14.0,14.0,10.5,12.83
Student_602,IDL,0,19,20,3,9,6,9.5,11.5,7.5,9.5
Student_603,ISEOC,2,8,14,8,9,14,5.0,11.0,11.5,9.17
Student_604,IDISC,5,7,3,8,3,4,6.0,5.5,3.5,5.0
Student_605,ISEOC,17,19,12,4,13,18,18.0,8.0,15.5,13.83
Student_606,IDL,16,13,11,15,18,1,14.5,13.0,9.5,12.33
Student_607,IDL,16,12,16,9,11,9,14.0,12.5,10.0,12.17
Student_608,ISEOC,3,7,11,5,4,11,5.0,8.0,7.5,6.83
Student_609,IDISC,9,17,0,13,0,4,13.0,6.5,2.0,7.17
Student_610,IDL,14,0,16,2,12,6,7.0,9.0,9.0,8.33
Student_611,ISEOC,11,12,19,14,15,7,11.5,16.5,11.0,13.0
Student_612,ISEOC,4,20,20,10,15,8,12.0,15.0,11.5,12.83
Student_613,ISEOC,7,16,0,17,8,14,11.5,8.5,11.0,10.33
Student_614,ISEOC,20,11,15,19,2,12,15.5,17.0,7.0,13.17
Student_615,IDL,0,11,15,10,7,15,5.5,12.5,11.0,9.67
Student_616,IDISC,15,17,13,6,2,0,16.0,9.5,1.0,8.83
Student_617,IDL,11,12,3,6,13,11,11.5,4.5,12.0,9.33
Student_618,IDL,3,4,9,19,4,15,3.5,14.0,9.5,9.0
Student_619,ISEOC,17,12,1,14,5,12,14.5,7.5,8.5,10.17
Student_620,ISEOC,10,6,8,5,19,8,8.0,6.5,13.5,9.33
Student_621,ISEOC,12,10,1,15,6,0,11.0,8.0,3.0,7.33
Student_622,IDISC,4,3,7,20,13,9,3.5,13.5,11.0,9.33
Student_623,IDISC,13,18,20,12,6,18,15.5,16.0,12.0,14.5
Student_624,IDISC,0,17,10,6,5,14,8.5,8.0,9.5,8.67
Student_625,IDL,11,2,17,3,7,4,6.5,10.0,5.5,7.33
Student_626,IDL,20,2,13,8,4,12,11.0,10.5,8.0,9.83
Student_627,ISEOC,18,11,17,11,18,10,14.5,14.0,14.0,14.17
Student_628,IDL,8,18,2,2,15,17,13.0,2.0,16.0,10.33
Student_629,IDL,0,18,14,12,0,19,9.0,13.0,9.5,10.5
Student_630,IDISC,1,18,10,10,19,3,9.5,10.0,11.0,10.17
Student_631,IDISC,17,18,8,12,13,13,17.5,10.0,13.0,13.5
Student_632,IDL,5,13,8,1,4,19,9.0,4.5,11.5,8.33
Student_633,IDL,11,6,0,11,17,16,8.5,5.5,16.5,10.17
Student_634,ISEOC,15,9,20,16,7,0,12.0,18.0,3.5,11.17
Student_635,ISEOC,10,6,9,15,11,8,8.0,12.0,9.5,9.83
Student_636,IDISC,17,4,11,19,8,2,10.5,15.0,5.0,10.17
Student_637,IDL,7,17,12,14,2,10,12.0,13.0,6.0,10.33
Student_638,ISEOC,16,9,2,5,15,12,12.5,3.5,13.5,9.83
Student_639,IDL,15,5,13,1,16,9,10.0,7.0,12.5,9.83
Student_640,IDISC,5,17,12,8,5,13,11.0,10.0,9.0,10.0
Student_641,IDISC,13,10,20,16,1,15,11.5,18.0,8.0,12.5
Student_642,IDL,2,0,10,14,7,17,1.0,12.0,12.0,8.33
Student_643,IDL,4,16,18,15,7,14,10.0,16.5,10.5,12.33
Student_644,ISEOC,11,6,2,14,15,2,8.5,8.0,8.5,8.33
Student_645,IDL,4,7,10,14,8,8,5.5,12.0,8.0,8.5
Student_646,ISEOC,7,16,10,9,3,1,11.5,9.5,2.0,7.67
Student_647,ISEOC,6,6,1,3,9,19,6.0,2.0,14.0,7.33
Student_648,IDISC,10,8,4,0,18,6,9.0,2.0,12.0,7.67
Student_649,ISEOC,13,5,4,11,8,1,9.0,7.5,4.5,7.0
Student_650,IDL,5,19,9,3,12,18,12.0,6.0,15.0,11.0
Student_651,IDL,15,4,14,13,11,3,9.5,13.5,7.0,10.0
Student_652,IDL,0,16,5,11,0,2,8.0,8.0,1.0,5.67
Student_653,IDISC,12,12,3,9,7,19,12.0,6.0,13.0,10.33
Student_654,IDL,13,18,14,4,2,11,15.5,9.0,6.5,10.33
Student_655,IDL,7,14,9,5,3,13,10.5,7.0,8.0,8.5
Student_656,IDL,6,14,2,7,12,19,10.0,4.5,15.5,10.0
Student_657,ISEOC,18,14,19,20,8,2,16.0,19.5,5.0,13.5
Student_658,ISEOC,16,10,9,20,17,10,13.0,14.5,13.5,13.67
Student_659,IDISC,15,15,0,13,14,17,15.0,6.5,15.5,12.33
Student_660,ISEOC,19,18,17,7,5,14,18.5,12.0,9.5,13.33
Student_661,ISEOC,3,17,10,7,14,1,10.0,8.5,7.5,8.67
Student_662,IDISC,1,7,19,16,8,3,4.0,17.5,5.5,9.0
Student_663,IDISC,13,17,2,1,15,16,15.0,1.5,15.5,10.67
Student_664,IDL,15,7,15,8,18,16,11.0,11.5,17.0,13.17
Student_665,IDISC,11,18,14,8,6,8,14.5,11.0,7.0,10.83
Student_666,IDL,3,14,7,20,2,10,8.5,13.5,6.0,9.33
Student_667,IDISC,20,6,15,1,7,10,13.0,8.0,8.5,9.83
Student_668,IDL,16,5,13,17,4,11,10.5,15.0,7.5,11.0
Student_669,ISEOC,1,15,6,0,4,3,8.0,3.0,3.5,4.83
Student_670,ISEOC,6,12,13,4,15,8,9.0,8.5,11.5,9.67
Student_671,IDISC,12,4,17,17,11,0,8.0,17.0,5.5,10.17
Student_672,IDISC,2,14,14,6,7,17,8.0,10.0,12.0,10.0
Student_673,ISEOC,18,3,2,11,19,12,10.5,6.5,15.5,10.83
Student_674,ISEOC,9,3,7,13,16,18,6.0,10.0,17.0,11.0
Student_675,IDISC,15,19,9,5,6,8,17.0,7.0,7.0,10.33
Student_676,IDISC,19,14,1,20,4,18,16.5,10.5,11.0,12.67
Student_677,IDISC,1,10,18,9,7,16,5.5,13.5,11.5,10.17
Student_678,IDISC,19,15,5,5,7,13,17.0,5.0,10.0,10.67
Student_679,IDISC,19,9,6,13,9,19,14.0,9.5,14.0,12.5
Student_680,IDL,7,4,1,13,20,12,5.5,7.0,16.0,9.5
Student_681,ISEOC,14,19,7,6,7,8,16.5,6.5,7.5,10.17
Student_682,ISEOC,19,4,20,11,14,14,11.5,15.5,14.0,13.67
Student_683,IDISC,19,0,17,11,9,5,9.5,14.0,7.0,10.17
Student_684,IDISC,7,14,8,20,13,14,10.5,14.0,13.5,12.67
Student_685,IDL,10,12,4,14,1,15,11.0,9.0,8.0,9.33
Student_686,IDL,4,14,13,13,19,3,9.0,13.0,11.0,11.0
Student_687,IDL,6,5,16,9,2,9,5.5,12.5,5.5,7.83
Student_688,IDISC,9,17,5,17,0,19,13.0,11.0,9.5,11.17
Student_689,IDISC,0,3,20,14,16,4,1.5,17.0,10.0,9.5
Student_690,IDISC,16,12,19,6,14,12,14.0,12.5,13.0,13.17
Student_691,ISEOC,2,16,1,17,2,20,9.0,9.0,11.0,9.67
Student_692,IDISC,16,13,14,12,5,2,14.5,13.0,3.5,10.33
Student_693,IDL,13,12,0,14,6,11,12.5,7.0,8.5,9.33
Student_694,ISEOC,19,16,7,5,13,6,17.5,6.0,9.5,11.0
Student_695,IDL,2,14,7,9,6,1,8.0,8.0,3.5,6.5
Student_696,IDISC,4,4,20,8,3,20,4.0,14.0,11.5,9.83
Student_697,ISEOC,20,16,14,3,15,19,18.0,8.5,17.0,14.5
Student_698,ISEOC,7,12,10,13,20,17,9.5,11.5,18.5,13.17
Student_699,IDL,12,2,8,20,3,15,7.0,14.0,9.0,10.0
Student_700,IDL,5,11,9,9,17,7,8.0,9.0,12.0,9.67
Student_701,IDISC,3,20,20,5,5,16,11.5,12.5,10.5,11.5
Student_702,ISEOC,7,4,19,15,20,1,5.5,17.0,10.5,11.0
Student_703,IDL,4,7,9,13,4,7,5.5,11.0,5.5,7.33
Student_704,IDL,12,1,7,8,15,5,6.5,7.5,10.0,8.0
Student_705,ISEOC,2,14,16,17,7,2,8.0,16.5,4.5,9.67
Student_706,ISEOC,3,14,6,0,9,5,8.5,3.0,7.0,6.17
Student_707,IDL,14,18,18,3,18,12,16.0,10.5,15.0,13.83
Student_708,IDISC,13,14,12,15,13,4,13.5,13.5,8.5,11.83
Student_709,IDL,16,19,13,3,6,9,17.5,8.0,7.5,11.0
Student_710,IDL,7,5,4,18,10,12,6.0,11.0,11.0,9.33
Student_711,IDISC,1,19,3,10,9,3,10.0,6.5,6.0,7.5
Student_712,IDISC,10,16,3,0,12,18,13.0,1.5,15.0,9.83
Student_713,IDISC,2,11,11,17,9,14,6.5,14.0,11.5,10.67
Student_714,IDISC,13,14,6,2,9,1,13.5,4.0,5.0,7.5
Student_715,IDISC,8,12,10,13,20,16,10.0,11.5,18.0,13.17
Student_716,IDL,20,8,2,1,16,3,14.0,1.5,9.5,8.33
Student_717,IDISC,16,4,20,19,20,7,10.0,19.5,13.5,14.33
Student_718,IDL,10,3,14,13,19,14,6.5,13.5,16.5,12.17
Student_719,IDISC,12,7,1,6,13,3,9.5,3.5,8.0,7.0
Student_720,IDISC,18,4,16,5,5,0,11.0,10.5,2.5,8.0
Student_721,IDL,3,1,9,11,5,3,2.0,10.0,4.0,5.33
Student_722,IDISC,20,11,9,4,4,14,15.5,6.5,9.0,10.33
Student_723,IDISC,5,12,10,18,11,0,8.5,14.0,5.5,9.33
Student_724,IDL,18,6,15,1,16,7,12.0,8.0,11.5,10.5
Student_725,ISEOC,8,17,4,14,3,3,12.5,9.0,3.0,8.17
Student_726,ISEOC,10,4,5,10,4,16,7.0,7.5,10.0,8.17
Student_727,ISEOC,10,2,19,5,19,19,6.0,12.0,19.0,12.33
Student_728,ISEOC,19,7,0,18,18,5,13.0,9.0,11.5,11.17
Student_729,IDL,10,2,8,8,12,19,6.0,8.0,15.5,9.83
Student_730,IDISC,13,7,0,12,7,5,10.0,6.0,6.0,7.33
Student_731,ISEOC,0,3,9,14,14,13,1.5,11.5,13.5,8.83
